case_id,date_decision,MONTH,WEEK_NUM,target
84,2019-01-03,201901,0,0
85,2019-01-03,201901,0,0
86,2019-01-03,201901,0,0
87,2019-01-03,201901,0,0
88,2019-01-03,201901,0,0
89,2019-01-03,201901,0,0
90,2019-01-03,201901,0,0
91,2019-01-03,201901,0,0
92,2019-01-03,201901,0,0
93,2019-01-03,201901,0,0
94,2019-01-03,201901,0,0
95,2019-01-03,201901,0,0
96,2019-01-03,201901,0,0
97,2019-01-03,201901,0,0
98,2019-01-03,201901,0,0
99,2019-01-03,201901,0,0
100,2019-01-09,201901,1,0
101,2019-01-03,201901,0,1
102,2019-01-03,201901,0,0
103,2019-01-03,201901,0,0
104,2019-01-03,201901,0,0
105,2019-01-03,201901,0,0
106,2019-01-03,201901,0,0
107,2019-01-03,201901,0,0
108,2019-01-03,201901,0,0
109,2019-01-03,201901,0,0
110,2019-01-03,201901,0,0
111,2019-01-03,201901,0,0
112,2019-01-03,201901,0,0
113,2019-01-03,201901,0,0
114,2019-01-03,201901,0,0
115,2019-01-03,201901,0,0
116,2019-01-03,201901,0,0
117,2019-01-03,201901,0,0
118,2019-01-03,201901,0,1
119,2019-01-04,201901,0,0
120,2019-01-03,201901,0,0
121,2019-01-03,201901,0,0
122,2019-01-03,201901,0,0
123,2019-01-04,201901,0,0
124,2019-01-04,201901,0,0
125,2019-01-04,201901,0,0
126,2019-01-04,201901,0,0
127,2019-01-04,201901,0,0
128,2019-01-07,201901,0,0
129,2019-01-04,201901,0,1
130,2019-01-04,201901,0,0
131,2019-01-04,201901,0,0
132,2019-01-04,201901,0,0
133,2019-01-04,201901,0,0
134,2019-01-04,201901,0,0
135,2019-01-04,201901,0,0
136,2019-01-04,201901,0,0
137,2019-01-04,201901,0,0
138,2019-01-04,201901,0,0
139,2019-01-04,201901,0,0
140,2019-01-04,201901,0,0
141,2019-01-04,201901,0,0
142,2019-01-04,201901,0,0
143,2019-01-04,201901,0,0
144,2019-01-04,201901,0,0
145,2019-01-04,201901,0,0
146,2019-01-04,201901,0,0
147,2019-01-04,201901,0,0
148,2019-01-04,201901,0,1
149,2019-01-04,201901,0,0
150,2019-01-04,201901,0,0
151,2019-01-04,201901,0,0
152,2019-01-04,201901,0,0
153,2019-01-04,201901,0,0
154,2019-01-04,201901,0,0
155,2019-01-04,201901,0,0
156,2019-01-04,201901,0,0
157,2019-01-04,201901,0,0
158,2019-01-04,201901,0,0
159,2019-01-04,201901,0,0
160,2019-01-04,201901,0,0
161,2019-01-04,201901,0,0
162,2019-01-04,201901,0,0
163,2019-01-04,201901,0,0
164,2019-01-04,201901,0,0
165,2019-01-04,201901,0,0
166,2019-01-04,201901,0,0
167,2019-01-04,201901,0,0
168,2019-01-04,201901,0,0
169,2019-01-04,201901,0,0
170,2019-01-04,201901,0,1
171,2019-01-04,201901,0,0
172,2019-01-04,201901,0,0
173,2019-01-04,201901,0,0
174,2019-01-04,201901,0,0
175,2019-01-04,201901,0,0
176,2019-01-04,201901,0,0
177,2019-01-05,201901,0,0
178,2019-01-04,201901,0,0
179,2019-01-04,201901,0,0
180,2019-01-08,201901,1,0
181,2019-01-04,201901,0,0
182,2019-01-04,201901,0,0
183,2019-01-04,201901,0,0
184,2019-01-04,201901,0,0
185,2019-01-04,201901,0,0
186,2019-01-04,201901,0,0
187,2019-01-04,201901,0,0
188,2019-01-04,201901,0,0
189,2019-01-04,201901,0,0
190,2019-01-04,201901,0,0
191,2019-01-04,201901,0,1
192,2019-01-04,201901,0,0
193,2019-01-04,201901,0,0
194,2019-01-04,201901,0,0
195,2019-01-04,201901,0,0
196,2019-01-04,201901,0,0
197,2019-01-04,201901,0,0
198,2019-01-04,201901,0,0
199,2019-01-04,201901,0,0
200,2019-01-04,201901,0,0
201,2019-01-04,201901,0,0
202,2019-01-04,201901,0,0
203,2019-01-04,201901,0,0
204,2019-01-04,201901,0,0
205,2019-01-04,201901,0,0
206,2019-01-04,201901,0,0
207,2019-01-04,201901,0,0
208,2019-01-04,201901,0,0
209,2019-01-04,201901,0,0
210,2019-01-04,201901,0,0
211,2019-01-04,201901,0,0
212,2019-01-04,201901,0,0
213,2019-01-04,201901,0,0
214,2019-01-04,201901,0,0
215,2019-01-04,201901,0,0
216,2019-01-04,201901,0,0
217,2019-01-04,201901,0,0
218,2019-01-04,201901,0,0
219,2019-01-04,201901,0,0
220,2019-01-04,201901,0,0
221,2019-01-04,201901,0,0
222,2019-01-04,201901,0,0
223,2019-01-04,201901,0,0
224,2019-01-04,201901,0,0
225,2019-01-04,201901,0,0
226,2019-01-04,201901,0,0
227,2019-01-04,201901,0,0
228,2019-01-04,201901,0,0
229,2019-01-04,201901,0,0
230,2019-01-10,201901,1,0
231,2019-01-04,201901,0,0
232,2019-01-04,201901,0,0
233,2019-01-04,201901,0,0
234,2019-01-04,201901,0,0
235,2019-01-04,201901,0,0
236,2019-01-04,201901,0,0
237,2019-01-04,201901,0,0
238,2019-01-04,201901,0,0
239,2019-01-04,201901,0,0
240,2019-01-04,201901,0,0
241,2019-01-04,201901,0,1
242,2019-01-04,201901,0,0
243,2019-01-04,201901,0,0
244,2019-01-04,201901,0,0
245,2019-01-04,201901,0,0
246,2019-01-04,201901,0,1
247,2019-01-04,201901,0,0
248,2019-01-04,201901,0,0
249,2019-01-04,201901,0,0
250,2019-01-04,201901,0,0
251,2019-01-04,201901,0,0
252,2019-01-04,201901,0,0
253,2019-01-04,201901,0,0
254,2019-01-04,201901,0,0
255,2019-01-04,201901,0,0
256,2019-01-04,201901,0,0
257,2019-01-04,201901,0,0
258,2019-01-04,201901,0,0
259,2019-01-04,201901,0,0
260,2019-01-04,201901,0,0
261,2019-01-04,201901,0,0
262,2019-01-04,201901,0,0
263,2019-01-04,201901,0,0
264,2019-01-04,201901,0,0
265,2019-01-04,201901,0,0
266,2019-01-04,201901,0,0
267,2019-01-04,201901,0,0
268,2019-01-04,201901,0,0
269,2019-01-04,201901,0,0
270,2019-01-04,201901,0,0
271,2019-01-04,201901,0,0
272,2019-01-04,201901,0,0
273,2019-01-04,201901,0,0
274,2019-01-04,201901,0,0
275,2019-01-04,201901,0,0
276,2019-01-04,201901,0,0
277,2019-01-04,201901,0,0
278,2019-01-04,201901,0,0
279,2019-01-04,201901,0,0
280,2019-01-04,201901,0,0
281,2019-01-04,201901,0,1
282,2019-01-04,201901,0,0
283,2019-01-04,201901,0,0
284,2019-01-04,201901,0,0
285,2019-01-04,201901,0,0
286,2019-01-04,201901,0,0
287,2019-01-04,201901,0,0
288,2019-01-04,201901,0,0
289,2019-01-04,201901,0,0
290,2019-01-04,201901,0,0
291,2019-01-04,201901,0,0
292,2019-01-04,201901,0,0
293,2019-01-04,201901,0,0
294,2019-01-04,201901,0,1
295,2019-01-04,201901,0,0
296,2019-01-04,201901,0,0
297,2019-01-04,201901,0,0
298,2019-01-04,201901,0,0
299,2019-01-04,201901,0,0
300,2019-01-04,201901,0,0
301,2019-01-04,201901,0,0
302,2019-01-05,201901,0,0
303,2019-01-04,201901,0,1
304,2019-01-04,201901,0,0
305,2019-01-04,201901,0,1
306,2019-01-04,201901,0,0
307,2019-01-04,201901,0,0
308,2019-01-04,201901,0,0
309,2019-01-05,201901,0,0
310,2019-01-05,201901,0,0
311,2019-01-05,201901,0,0
312,2019-01-05,201901,0,0
313,2019-01-11,201901,1,0
314,2019-01-05,201901,0,0
315,2019-01-05,201901,0,1
316,2019-01-06,201901,0,0
317,2019-01-05,201901,0,0
318,2019-01-05,201901,0,0
319,2019-01-05,201901,0,0
320,2019-01-05,201901,0,0
321,2019-01-05,201901,0,0
322,2019-01-05,201901,0,0
323,2019-01-05,201901,0,0
324,2019-01-05,201901,0,0
325,2019-01-05,201901,0,0
326,2019-01-05,201901,0,0
327,2019-01-05,201901,0,0
328,2019-01-05,201901,0,0
329,2019-01-05,201901,0,0
330,2019-01-05,201901,0,0
331,2019-01-05,201901,0,0
332,2019-01-05,201901,0,0
333,2019-01-05,201901,0,0
334,2019-01-05,201901,0,1
335,2019-01-05,201901,0,0
336,2019-01-05,201901,0,0
337,2019-01-08,201901,1,0
338,2019-01-05,201901,0,0
339,2019-01-05,201901,0,0
340,2019-01-05,201901,0,1
341,2019-01-05,201901,0,0
342,2019-01-05,201901,0,0
343,2019-01-05,201901,0,0
344,2019-01-05,201901,0,0
345,2019-01-05,201901,0,0
346,2019-01-05,201901,0,0
347,2019-01-05,201901,0,0
348,2019-01-05,201901,0,0
349,2019-01-05,201901,0,0
350,2019-01-05,201901,0,0
351,2019-01-05,201901,0,0
352,2019-01-05,201901,0,0
353,2019-01-05,201901,0,0
354,2019-01-05,201901,0,0
355,2019-01-05,201901,0,0
356,2019-01-05,201901,0,0
357,2019-01-11,201901,1,0
358,2019-01-05,201901,0,0
359,2019-01-05,201901,0,0
360,2019-01-05,201901,0,0
361,2019-01-05,201901,0,0
362,2019-01-05,201901,0,0
363,2019-01-05,201901,0,0
364,2019-01-05,201901,0,0
365,2019-01-05,201901,0,0
366,2019-01-05,201901,0,0
367,2019-01-05,201901,0,0
368,2019-01-06,201901,0,0
369,2019-01-06,201901,0,0
370,2019-01-06,201901,0,0
371,2019-01-06,201901,0,0
372,2019-01-06,201901,0,0
373,2019-01-06,201901,0,0
374,2019-01-06,201901,0,0
375,2019-01-06,201901,0,0
376,2019-01-06,201901,0,0
377,2019-01-06,201901,0,0
378,2019-01-06,201901,0,0
379,2019-01-06,201901,0,0
380,2019-01-06,201901,0,0
381,2019-01-11,201901,1,0
382,2019-01-06,201901,0,0
383,2019-01-07,201901,0,0
384,2019-01-07,201901,0,1
385,2019-01-06,201901,0,0
386,2019-01-06,201901,0,0
387,2019-01-07,201901,0,0
388,2019-01-14,201901,1,0
389,2019-01-07,201901,0,0
390,2019-01-07,201901,0,0
391,2019-01-07,201901,0,0
392,2019-01-07,201901,0,0
393,2019-01-07,201901,0,0
394,2019-01-07,201901,0,1
395,2019-01-07,201901,0,0
396,2019-01-07,201901,0,0
397,2019-01-11,201901,1,0
398,2019-01-07,201901,0,1
399,2019-01-07,201901,0,1
400,2019-01-07,201901,0,0
401,2019-01-07,201901,0,0
402,2019-01-07,201901,0,0
403,2019-01-07,201901,0,0
404,2019-01-07,201901,0,1
405,2019-01-08,201901,1,0
406,2019-01-07,201901,0,0
407,2019-01-07,201901,0,0
408,2019-01-07,201901,0,1
409,2019-01-08,201901,1,0
410,2019-01-08,201901,1,0
411,2019-01-08,201901,1,0
412,2019-01-08,201901,1,0
413,2019-01-08,201901,1,0
414,2019-01-08,201901,1,0
415,2019-01-08,201901,1,0
416,2019-01-08,201901,1,0
417,2019-01-08,201901,1,0
418,2019-01-08,201901,1,0
419,2019-01-08,201901,1,1
420,2019-01-08,201901,1,0
421,2019-01-08,201901,1,0
422,2019-01-08,201901,1,0
423,2019-01-08,201901,1,0
424,2019-01-08,201901,1,0
425,2019-01-08,201901,1,0
426,2019-01-08,201901,1,0
427,2019-01-08,201901,1,0
428,2019-01-08,201901,1,0
429,2019-01-10,201901,1,0
430,2019-01-08,201901,1,0
431,2019-01-08,201901,1,0
432,2019-01-08,201901,1,0
433,2019-01-08,201901,1,0
434,2019-01-08,201901,1,0
435,2019-01-08,201901,1,0
436,2019-01-08,201901,1,0
437,2019-01-08,201901,1,0
438,2019-01-08,201901,1,0
439,2019-01-08,201901,1,0
440,2019-01-08,201901,1,0
441,2019-01-08,201901,1,1
442,2019-01-08,201901,1,0
443,2019-01-08,201901,1,0
444,2019-01-08,201901,1,0
445,2019-01-08,201901,1,0
446,2019-01-08,201901,1,0
447,2019-01-08,201901,1,0
448,2019-01-09,201901,1,1
449,2019-01-08,201901,1,0
450,2019-01-08,201901,1,0
451,2019-01-08,201901,1,0
452,2019-01-08,201901,1,0
453,2019-01-08,201901,1,0
454,2019-01-08,201901,1,0
455,2019-01-08,201901,1,0
456,2019-01-08,201901,1,0
457,2019-01-08,201901,1,0
458,2019-01-08,201901,1,0
459,2019-01-08,201901,1,0
460,2019-01-08,201901,1,0
461,2019-01-08,201901,1,0
462,2019-01-08,201901,1,0
463,2019-01-08,201901,1,0
464,2019-01-08,201901,1,0
465,2019-01-08,201901,1,0
466,2019-01-08,201901,1,0
467,2019-01-08,201901,1,0
468,2019-01-08,201901,1,0
469,2019-01-08,201901,1,0
470,2019-01-08,201901,1,0
471,2019-01-08,201901,1,0
472,2019-01-08,201901,1,0
473,2019-01-08,201901,1,0
474,2019-01-08,201901,1,0
475,2019-01-08,201901,1,0
476,2019-01-08,201901,1,0
477,2019-01-08,201901,1,0
478,2019-01-08,201901,1,0
479,2019-01-08,201901,1,0
480,2019-01-08,201901,1,0
481,2019-01-08,201901,1,0
482,2019-01-08,201901,1,0
483,2019-01-08,201901,1,0
484,2019-01-08,201901,1,1
485,2019-01-08,201901,1,0
486,2019-01-08,201901,1,0
487,2019-01-08,201901,1,0
488,2019-01-08,201901,1,0
489,2019-01-08,201901,1,0
490,2019-01-08,201901,1,0
491,2019-01-08,201901,1,0
492,2019-01-08,201901,1,0
493,2019-01-08,201901,1,0
494,2019-01-08,201901,1,0
495,2019-01-08,201901,1,0
496,2019-01-08,201901,1,0
497,2019-01-08,201901,1,0
498,2019-01-08,201901,1,0
499,2019-01-08,201901,1,0
500,2019-01-08,201901,1,0
501,2019-01-08,201901,1,0
502,2019-01-08,201901,1,0
503,2019-01-08,201901,1,0
504,2019-01-08,201901,1,0
505,2019-01-08,201901,1,0
506,2019-01-08,201901,1,0
507,2019-01-09,201901,1,0
508,2019-01-08,201901,1,0
509,2019-01-08,201901,1,0
510,2019-01-08,201901,1,0
511,2019-01-08,201901,1,0
512,2019-01-08,201901,1,0
513,2019-01-08,201901,1,0
514,2019-01-08,201901,1,0
515,2019-01-08,201901,1,0
516,2019-01-08,201901,1,0
517,2019-01-08,201901,1,0
518,2019-01-08,201901,1,0
519,2019-01-08,201901,1,0
520,2019-01-08,201901,1,0
521,2019-01-08,201901,1,0
522,2019-01-09,201901,1,0
523,2019-01-08,201901,1,0
524,2019-01-08,201901,1,0
525,2019-01-08,201901,1,0
526,2019-01-08,201901,1,0
527,2019-01-08,201901,1,0
528,2019-01-08,201901,1,0
529,2019-01-08,201901,1,0
530,2019-01-08,201901,1,0
531,2019-01-08,201901,1,0
532,2019-01-08,201901,1,0
533,2019-01-08,201901,1,0
534,2019-01-08,201901,1,0
535,2019-01-08,201901,1,0
536,2019-01-08,201901,1,0
537,2019-01-08,201901,1,0
538,2019-01-08,201901,1,0
539,2019-01-08,201901,1,0
540,2019-01-08,201901,1,0
541,2019-01-08,201901,1,0
542,2019-01-08,201901,1,0
543,2019-01-08,201901,1,0
544,2019-01-08,201901,1,0
545,2019-01-08,201901,1,0
546,2019-01-08,201901,1,0
547,2019-01-08,201901,1,0
548,2019-01-08,201901,1,0
549,2019-01-08,201901,1,0
550,2019-01-08,201901,1,0
551,2019-01-08,201901,1,0
552,2019-01-08,201901,1,0
553,2019-01-08,201901,1,0
554,2019-01-08,201901,1,0
555,2019-01-08,201901,1,0
556,2019-01-08,201901,1,0
557,2019-01-08,201901,1,0
558,2019-01-08,201901,1,0
559,2019-01-08,201901,1,0
560,2019-01-08,201901,1,0
561,2019-01-09,201901,1,0
562,2019-01-09,201901,1,0
563,2019-01-11,201901,1,0
564,2019-01-09,201901,1,0
565,2019-01-09,201901,1,0
566,2019-01-09,201901,1,0
567,2019-01-09,201901,1,0
568,2019-01-09,201901,1,0
569,2019-01-09,201901,1,0
570,2019-01-09,201901,1,0
571,2019-01-09,201901,1,0
572,2019-01-09,201901,1,0
573,2019-01-09,201901,1,0
574,2019-01-09,201901,1,0
575,2019-01-09,201901,1,0
576,2019-01-09,201901,1,0
577,2019-01-09,201901,1,0
578,2019-01-09,201901,1,0
579,2019-01-09,201901,1,0
580,2019-01-09,201901,1,0
581,2019-01-09,201901,1,0
582,2019-01-09,201901,1,0
583,2019-01-09,201901,1,0
584,2019-01-09,201901,1,0
585,2019-01-09,201901,1,0
586,2019-01-09,201901,1,0
587,2019-01-09,201901,1,0
588,2019-01-09,201901,1,0
589,2019-01-09,201901,1,0
590,2019-01-09,201901,1,0
591,2019-01-09,201901,1,1
592,2019-01-09,201901,1,0
593,2019-01-09,201901,1,1
594,2019-01-09,201901,1,0
595,2019-01-09,201901,1,0
596,2019-01-09,201901,1,1
597,2019-01-09,201901,1,0
598,2019-01-09,201901,1,0
599,2019-01-09,201901,1,0
600,2019-01-09,201901,1,0
601,2019-01-09,201901,1,0
602,2019-01-09,201901,1,0
603,2019-01-09,201901,1,0
604,2019-01-09,201901,1,0
605,2019-01-09,201901,1,0
606,2019-01-09,201901,1,0
607,2019-01-09,201901,1,0
608,2019-01-09,201901,1,0
609,2019-01-09,201901,1,0
610,2019-01-09,201901,1,0
611,2019-01-09,201901,1,0
612,2019-01-09,201901,1,0
613,2019-01-09,201901,1,0
614,2019-01-09,201901,1,0
615,2019-01-09,201901,1,0
616,2019-01-09,201901,1,0
617,2019-01-09,201901,1,0
618,2019-01-09,201901,1,0
619,2019-01-09,201901,1,0
620,2019-01-09,201901,1,0
621,2019-01-09,201901,1,0
622,2019-01-09,201901,1,0
623,2019-01-09,201901,1,0
624,2019-01-10,201901,1,0
625,2019-01-09,201901,1,0
626,2019-01-09,201901,1,0
627,2019-01-09,201901,1,0
628,2019-01-09,201901,1,0
629,2019-01-09,201901,1,0
630,2019-01-09,201901,1,0
631,2019-01-09,201901,1,0
632,2019-01-09,201901,1,0
633,2019-01-09,201901,1,0
634,2019-01-09,201901,1,0
635,2019-01-09,201901,1,1
636,2019-01-09,201901,1,0
637,2019-01-09,201901,1,0
638,2019-01-09,201901,1,0
639,2019-01-09,201901,1,0
640,2019-01-09,201901,1,0
641,2019-01-09,201901,1,0
642,2019-01-09,201901,1,0
643,2019-01-09,201901,1,0
644,2019-01-09,201901,1,0
645,2019-01-09,201901,1,0
646,2019-01-09,201901,1,0
647,2019-01-09,201901,1,0
648,2019-01-09,201901,1,0
649,2019-01-09,201901,1,0
650,2019-01-09,201901,1,0
651,2019-01-09,201901,1,0
652,2019-01-09,201901,1,0
653,2019-01-09,201901,1,0
654,2019-01-09,201901,1,0
655,2019-01-09,201901,1,0
656,2019-01-09,201901,1,0
657,2019-01-09,201901,1,0
658,2019-01-09,201901,1,0
659,2019-01-09,201901,1,0
660,2019-01-09,201901,1,0
661,2019-01-09,201901,1,0
662,2019-01-09,201901,1,1
663,2019-01-09,201901,1,0
664,2019-01-10,201901,1,0
665,2019-01-09,201901,1,0
666,2019-01-09,201901,1,0
667,2019-01-09,201901,1,0
668,2019-01-09,201901,1,0
669,2019-01-09,201901,1,0
670,2019-01-09,201901,1,0
671,2019-01-09,201901,1,0
672,2019-01-09,201901,1,0
673,2019-01-09,201901,1,0
674,2019-01-09,201901,1,0
675,2019-01-09,201901,1,0
676,2019-01-09,201901,1,0
677,2019-01-09,201901,1,0
678,2019-01-09,201901,1,0
679,2019-01-09,201901,1,0
680,2019-01-09,201901,1,0
681,2019-01-09,201901,1,0
682,2019-01-09,201901,1,0
683,2019-01-09,201901,1,0
684,2019-01-09,201901,1,0
685,2019-01-09,201901,1,0
686,2019-01-09,201901,1,0
687,2019-01-09,201901,1,0
688,2019-01-09,201901,1,0
689,2019-01-11,201901,1,0
690,2019-01-10,201901,1,0
691,2019-01-10,201901,1,0
692,2019-01-10,201901,1,0
693,2019-01-10,201901,1,0
694,2019-01-10,201901,1,0
695,2019-01-10,201901,1,0
696,2019-01-10,201901,1,0
697,2019-01-10,201901,1,0
698,2019-01-10,201901,1,0
699,2019-01-10,201901,1,0
700,2019-01-10,201901,1,0
701,2019-01-14,201901,1,0
702,2019-01-10,201901,1,0
703,2019-01-10,201901,1,0
704,2019-01-10,201901,1,0
705,2019-01-10,201901,1,0
706,2019-01-10,201901,1,0
707,2019-01-10,201901,1,0
708,2019-01-10,201901,1,0
709,2019-01-10,201901,1,0
710,2019-01-10,201901,1,0
711,2019-01-10,201901,1,0
712,2019-01-10,201901,1,0
713,2019-01-10,201901,1,0
714,2019-01-10,201901,1,0
715,2019-01-10,201901,1,0
716,2019-01-17,201901,2,0
717,2019-01-10,201901,1,0
718,2019-01-10,201901,1,0
719,2019-01-10,201901,1,0
720,2019-01-10,201901,1,0
721,2019-01-10,201901,1,1
722,2019-01-10,201901,1,0
723,2019-01-10,201901,1,0
724,2019-01-10,201901,1,0
725,2019-01-10,201901,1,0
726,2019-01-10,201901,1,0
727,2019-01-10,201901,1,0
728,2019-01-10,201901,1,0
729,2019-01-10,201901,1,0
730,2019-01-10,201901,1,0
731,2019-01-10,201901,1,0
732,2019-01-10,201901,1,0
733,2019-01-10,201901,1,0
734,2019-01-10,201901,1,0
735,2019-01-10,201901,1,0
736,2019-01-10,201901,1,0
737,2019-01-10,201901,1,0
738,2019-01-10,201901,1,0
739,2019-01-10,201901,1,0
740,2019-01-10,201901,1,0
741,2019-01-10,201901,1,0
742,2019-01-10,201901,1,0
743,2019-01-10,201901,1,0
744,2019-01-10,201901,1,1
745,2019-01-10,201901,1,0
746,2019-01-10,201901,1,0
747,2019-01-11,201901,1,0
748,2019-01-10,201901,1,0
749,2019-01-10,201901,1,0
750,2019-01-10,201901,1,0
751,2019-01-10,201901,1,0
752,2019-01-10,201901,1,0
753,2019-01-10,201901,1,0
754,2019-01-10,201901,1,0
755,2019-01-10,201901,1,0
756,2019-01-10,201901,1,0
757,2019-01-11,201901,1,0
758,2019-01-10,201901,1,0
759,2019-01-10,201901,1,0
760,2019-01-10,201901,1,0
761,2019-01-10,201901,1,0
762,2019-01-17,201901,2,0
763,2019-01-10,201901,1,0
764,2019-01-10,201901,1,0
765,2019-01-10,201901,1,0
766,2019-01-10,201901,1,0
767,2019-01-10,201901,1,0
768,2019-01-11,201901,1,0
769,2019-01-10,201901,1,0
770,2019-01-11,201901,1,0
771,2019-01-10,201901,1,0
772,2019-01-10,201901,1,0
773,2019-01-10,201901,1,0
774,2019-01-10,201901,1,0
775,2019-01-10,201901,1,0
776,2019-01-10,201901,1,0
777,2019-01-10,201901,1,0
778,2019-01-10,201901,1,0
779,2019-01-10,201901,1,0
780,2019-01-10,201901,1,0
781,2019-01-10,201901,1,0
782,2019-01-10,201901,1,0
783,2019-01-12,201901,1,0
784,2019-01-10,201901,1,0
785,2019-01-10,201901,1,0
786,2019-01-10,201901,1,0
787,2019-01-10,201901,1,0
788,2019-01-10,201901,1,0
789,2019-01-10,201901,1,0
790,2019-01-10,201901,1,0
791,2019-01-10,201901,1,0
792,2019-01-10,201901,1,0
793,2019-01-10,201901,1,0
794,2019-01-10,201901,1,0
795,2019-01-10,201901,1,0
796,2019-01-10,201901,1,0
797,2019-01-10,201901,1,0
798,2019-01-10,201901,1,0
799,2019-01-10,201901,1,0
800,2019-01-10,201901,1,0
801,2019-01-10,201901,1,0
802,2019-01-10,201901,1,0
803,2019-01-10,201901,1,0
804,2019-01-11,201901,1,0
805,2019-01-11,201901,1,0
806,2019-01-11,201901,1,0
807,2019-01-11,201901,1,0
808,2019-01-11,201901,1,0
809,2019-01-17,201901,2,0
810,2019-01-11,201901,1,0
811,2019-01-11,201901,1,0
812,2019-01-11,201901,1,0
813,2019-01-11,201901,1,0
814,2019-01-11,201901,1,0
815,2019-01-11,201901,1,1
816,2019-01-11,201901,1,0
817,2019-01-11,201901,1,0
818,2019-01-11,201901,1,0
819,2019-01-11,201901,1,0
820,2019-01-11,201901,1,0
821,2019-01-11,201901,1,0
822,2019-01-11,201901,1,0
823,2019-01-12,201901,1,0
824,2019-01-11,201901,1,0
825,2019-01-11,201901,1,0
826,2019-01-11,201901,1,0
827,2019-01-11,201901,1,0
828,2019-01-12,201901,1,0
829,2019-01-11,201901,1,0
830,2019-01-11,201901,1,0
831,2019-01-11,201901,1,0
832,2019-01-11,201901,1,0
833,2019-01-11,201901,1,0
834,2019-01-11,201901,1,0
835,2019-01-11,201901,1,0
836,2019-01-11,201901,1,0
837,2019-01-11,201901,1,0
838,2019-01-11,201901,1,0
839,2019-01-11,201901,1,0
840,2019-01-11,201901,1,0
841,2019-01-11,201901,1,0
842,2019-01-11,201901,1,0
843,2019-01-11,201901,1,0
844,2019-01-11,201901,1,0
845,2019-01-11,201901,1,0
846,2019-01-11,201901,1,0
847,2019-01-11,201901,1,0
848,2019-01-11,201901,1,0
849,2019-01-11,201901,1,0
850,2019-01-11,201901,1,0
851,2019-01-11,201901,1,0
852,2019-01-11,201901,1,0
853,2019-01-11,201901,1,0
854,2019-01-11,201901,1,0
855,2019-01-11,201901,1,0
856,2019-01-11,201901,1,0
857,2019-01-11,201901,1,0
858,2019-01-11,201901,1,0
859,2019-01-11,201901,1,0
860,2019-01-11,201901,1,0
861,2019-01-11,201901,1,0
862,2019-01-11,201901,1,0
863,2019-01-11,201901,1,0
864,2019-01-11,201901,1,0
865,2019-01-11,201901,1,0
866,2019-01-11,201901,1,0
867,2019-01-11,201901,1,0
868,2019-01-11,201901,1,0
869,2019-01-11,201901,1,0
870,2019-01-14,201901,1,0
