case_id,num_group1,num_group2,pmts_date_1107D,pmts_dpdvalue_108P,pmts_pmtsoverdue_635A
1445,4,29,2018-06-15,22974.0,2.2
1445,4,30,2018-07-15,22499.0,3.0
1445,4,31,2018-08-15,18054.0,2.6000001
1445,4,32,2018-09-15,18074.0,4.0
1445,4,33,2018-10-15,17023.0,3.0
1445,4,34,2018-11-15,0.0,0.0
1445,4,35,2018-12-15,0.0,0.0
1934,0,0,2018-09-15,,
1934,0,1,2018-10-15,,
1934,0,2,2018-11-15,,
1934,0,3,2018-12-15,,
1934,0,4,2019-01-15,,
1934,1,0,2016-01-15,249912.0,94.8
1934,1,1,2016-02-15,249912.0,100.6
1934,1,2,2016-03-15,249912.0,108.6
1934,1,3,2016-04-15,249912.0,113.8
1934,1,4,2016-05-15,249913.0,119.4
1934,1,5,2016-06-15,249912.0,124.4
1934,1,6,2016-07-15,249912.0,132.6
1934,1,7,2016-08-15,249912.0,137.6
1934,1,8,2016-09-15,249913.0,143.40001
1934,1,9,2016-10-15,249912.0,151.0
1934,1,10,2016-11-15,249913.0,156.6
1934,1,11,2016-12-15,249913.0,162.2
1934,1,12,2017-01-15,249912.0,167.8
1934,1,13,2017-02-15,249912.0,173.40001
1934,1,14,2017-03-15,249912.0,179.0
1934,1,15,2017-04-15,249912.0,185.6
1934,1,16,2017-05-15,249912.0,192.2
1934,1,17,2017-06-15,249912.0,199.8
1934,1,18,2017-07-15,249912.0,205.6
1934,1,19,2017-08-15,249913.0,211.2
1934,1,20,2017-09-15,249913.0,217.40001
1934,1,21,2017-10-15,249912.0,223.0
1934,1,22,2017-11-15,249912.0,228.6
1934,1,23,2017-12-15,249912.0,234.8
1934,1,24,2018-01-15,249913.0,241.2
1934,1,25,2018-02-15,249912.0,246.2
1934,1,26,2018-03-15,249913.0,251.8
1934,1,27,2018-04-15,249912.0,260.2
1934,1,28,2018-05-15,249912.0,264.2
1934,1,29,2018-06-15,249913.0,272.6
1934,1,30,2018-07-15,225353.0,278.4
1934,1,31,2018-08-15,225353.0,283.80002
1934,1,32,2018-09-15,225354.0,289.6
1934,1,33,2018-10-15,176478.0,295.2
1934,1,34,2018-11-15,176478.0,301.4
1934,1,35,2018-12-15,176478.0,309.0
1934,1,36,2019-01-15,176478.0,312.6
1934,2,0,2016-01-15,275859.0,312.0
1934,2,1,2016-02-15,275859.0,317.80002
1934,2,2,2016-03-15,275859.0,324.0
1934,2,3,2016-04-15,275859.0,330.0
1934,2,4,2016-05-15,275859.0,336.2
1934,2,5,2016-06-15,342432.0,341.4
1934,2,6,2016-07-15,342432.0,346.0
1934,2,7,2016-08-15,298614.0,353.80002
1934,2,8,2016-09-15,298614.0,358.80002
1934,2,9,2016-10-15,275859.0,366.80002
1934,2,10,2016-11-15,275859.0,372.2
1934,2,11,2016-12-15,275859.0,377.6
1934,2,12,2017-01-15,275859.0,382.80002
1934,2,13,2017-02-15,275859.0,388.2
1934,2,14,2017-03-15,275859.0,396.2
1934,2,15,2017-04-15,275859.0,401.2
1934,2,16,2017-05-15,275859.0,409.0
1934,2,17,2017-06-15,275859.0,415.0
1934,2,18,2017-07-15,275859.0,420.2
1934,2,19,2017-08-15,275859.0,425.2
1934,2,20,2017-09-15,275859.0,433.0
1934,2,21,2017-10-15,275859.0,438.2
1934,2,22,2017-11-15,275859.0,443.6
1934,2,23,2017-12-15,275859.0,451.80002
1934,2,24,2018-01-15,275859.0,457.2
1934,2,25,2018-02-15,275859.0,462.2
1934,2,26,2018-03-15,275859.0,467.80002
1934,2,27,2018-04-15,275859.0,473.4
1934,2,28,2018-05-15,275859.0,481.6
1934,2,29,2018-06-15,275859.0,487.0
1934,2,30,2018-07-15,275859.0,492.2
1934,2,31,2018-08-15,275859.0,500.2
1934,2,32,2018-09-15,275859.0,505.80002
1934,2,33,2018-10-15,275859.0,512.2
1934,2,34,2018-11-15,275859.0,518.60004
1934,2,35,2018-12-15,275859.0,523.60004
1934,2,36,2019-01-15,275859.0,526.8
3159,0,0,2018-11-15,0.0,0.0
3159,0,1,2018-12-15,0.0,0.0
3159,0,2,2019-01-15,0.0,0.0
3208,0,0,2017-07-15,0.0,0.0
3208,0,1,2017-08-15,0.0,0.0
3208,0,2,2017-09-15,0.0,0.0
3208,0,3,2017-10-15,0.0,0.0
3208,0,4,2017-11-15,0.0,0.0
3208,0,5,2017-12-15,0.0,0.0
3208,0,6,2018-01-15,0.0,0.0
3208,0,7,2018-02-15,0.0,0.0
3208,0,8,2018-03-15,0.0,0.0
3208,0,9,2018-07-15,0.0,0.0
3208,0,10,2018-08-15,0.0,0.0
3208,0,11,2018-09-15,1341.0,5.2000003
3208,0,12,2018-10-15,0.0,0.0
3208,0,13,2018-11-15,0.0,0.0
3208,0,14,2018-12-15,0.0,0.0
3559,0,0,2016-02-15,13500.0,15.8
3559,0,1,2016-03-15,4500.0,5.6
3559,0,2,2016-04-15,9000.0,10.8
3559,0,3,2016-05-15,13500.0,16.4
3559,0,4,2016-06-15,4500.0,3.0
3559,0,5,2016-07-15,9000.0,11.2
3559,0,6,2016-08-15,13500.0,16.2
3559,0,7,2016-09-15,4500.0,3.2
3559,0,8,2016-10-15,9000.0,10.8
3559,0,9,2016-11-15,13500.0,16.4
3559,0,10,2016-12-15,0.0,0.0
3559,0,11,2017-01-15,4500.0,3.4
3559,0,12,2017-02-15,9000.0,9.0
3559,0,13,2017-03-15,13500.0,14.6
3559,0,14,2017-04-15,0.0,0.0
3559,0,15,2017-05-15,4500.0,4.0
3559,0,16,2017-06-15,9000.0,11.6
3559,0,17,2017-07-15,13500.0,17.4
3559,0,18,2017-08-15,4500.0,4.6
3559,0,19,2017-09-15,9000.0,10.8
3559,0,20,2017-10-15,13500.0,16.4
3559,0,21,2017-11-15,4500.0,3.6000001
3559,0,22,2017-12-15,9000.0,9.8
3559,0,23,2018-01-15,13500.0,16.2
3559,0,24,2018-02-15,4500.0,2.4
3559,0,25,2018-03-15,9000.0,8.0
3559,0,26,2018-04-15,13500.0,13.6
3559,0,27,2018-05-15,4500.0,3.0
3559,0,28,2018-06-15,9000.0,11.400001
3559,0,29,2018-07-15,0.0,0.0
3559,0,30,2018-08-15,4241.0,7.6
3559,0,31,2018-09-15,4278.0,10.0
3559,0,32,2018-10-15,4458.0,9.400001
3559,0,33,2018-11-15,4500.0,9.6
3559,0,34,2018-12-15,4333.0,2.2
3559,0,35,2019-01-15,4354.0,8.400001
3559,1,0,2016-02-15,165222.0,269.2
3559,1,1,2016-03-15,165222.0,276.80002
3559,1,2,2016-04-15,165222.0,282.2
3559,1,3,2016-05-15,165222.0,287.4
3559,1,4,2016-06-15,165222.0,295.2
3559,1,5,2016-07-15,161240.0,299.2
3559,1,6,2016-08-15,161240.0,305.6
3559,1,7,2016-09-15,149085.0,313.4
3559,1,8,2016-10-15,149085.0,318.80002
3559,1,9,2016-11-15,149085.0,323.80002
3559,1,10,2016-12-15,149085.0,329.6
3559,1,11,2017-01-15,149085.0,337.80002
3559,1,12,2017-02-15,149085.0,343.2
3559,1,13,2017-03-15,149085.0,348.2
3559,1,14,2017-04-15,149085.0,354.4
3559,1,15,2017-05-15,149085.0,360.80002
3559,1,16,2017-06-15,149085.0,366.2
3559,1,17,2017-07-15,149085.0,374.2
3559,1,18,2017-08-15,149085.0,379.2
3559,1,19,2017-09-15,149085.0,384.4
3559,1,20,2017-10-15,149085.0,390.4
3559,1,21,2017-11-15,149085.0,398.6
3559,1,22,2017-12-15,149085.0,403.4
3559,1,23,2018-01-15,149085.0,410.0
3559,1,24,2018-02-15,149085.0,415.2
3559,1,25,2018-03-15,149085.0,421.0
3559,1,26,2018-04-15,149085.0,427.2
3559,1,27,2018-05-15,149085.0,435.2
3559,1,28,2018-06-15,149085.0,440.4
3559,1,29,2018-07-15,149085.0,445.6
3559,1,30,2018-08-15,149085.0,453.4
3559,1,31,2018-09-15,149085.0,456.0
3559,1,32,2018-10-15,149085.0,465.4
3559,1,33,2018-11-15,149085.0,471.80002
3559,1,34,2018-12-15,149085.0,476.80002
3559,1,35,2019-01-15,149085.0,482.6
4035,0,0,2017-09-15,0.0,0.0
4035,0,1,2017-10-15,0.0,0.0
4035,0,2,2017-11-15,0.0,0.0
4035,0,3,2017-12-15,0.0,0.0
4035,0,4,2018-01-15,0.0,0.0
4035,0,5,2018-02-15,0.0,0.0
4035,0,6,2018-03-15,0.0,0.0
4035,0,7,2018-04-15,0.0,0.0
4035,0,8,2018-05-15,0.0,0.0
4035,0,9,2018-06-15,0.0,0.0
4035,0,10,2018-07-15,0.0,0.0
4035,0,11,2018-08-15,0.0,0.0
4035,0,12,2018-09-15,0.0,0.0
4035,0,13,2018-10-15,0.0,0.0
4035,0,14,2018-11-15,0.0,0.0
4035,0,15,2018-12-15,0.0,0.0
4035,0,16,2019-01-15,0.0,0.0
4898,0,0,2017-11-15,0.0,0.0
4898,0,1,2017-12-15,0.0,0.0
4898,0,2,2018-01-15,0.0,0.0
4898,0,3,2018-02-15,0.0,0.0
4898,0,4,2018-03-15,0.0,0.0
4898,0,5,2018-04-15,0.0,0.0
4898,0,6,2018-05-15,0.0,0.0
4898,0,7,2018-06-15,0.0,0.0
4898,0,8,2018-07-15,0.0,0.0
4898,0,9,2018-08-15,5626.0,0.2
4898,0,10,2018-09-15,0.0,0.0
4898,0,11,2018-10-15,0.0,0.0
4898,0,12,2018-11-15,0.0,0.0
4898,0,13,2018-12-15,0.0,0.0
4898,0,14,2019-01-15,0.0,0.0
4898,1,0,2017-12-15,0.0,0.0
4898,1,1,2018-01-15,0.0,0.0
4898,1,2,2018-02-15,0.0,0.0
4898,1,3,2018-03-15,0.0,0.0
4898,1,4,2018-04-15,0.0,0.0
4898,1,5,2018-05-15,0.0,0.0
4898,1,6,2018-06-15,0.0,0.0
4898,1,7,2018-07-15,0.0,0.0
4898,1,8,2018-08-15,0.0,0.0
4898,1,9,2018-09-15,0.0,0.0
4898,1,10,2018-10-15,0.0,0.0
4898,1,11,2018-11-15,0.0,0.0
4898,1,12,2018-12-15,0.0,0.0
4898,1,13,2019-01-15,0.0,0.0
6147,0,0,2016-02-15,0.0,0.0
6147,0,1,2016-03-15,0.0,0.0
6147,0,2,2016-04-15,0.0,0.0
6147,0,3,2016-05-15,0.0,0.0
6147,0,4,2016-06-15,0.0,0.0
6147,0,5,2016-07-15,0.0,0.0
6147,0,6,2016-08-15,0.0,0.0
6147,0,7,2016-09-15,0.0,0.0
6147,0,8,2016-10-15,0.0,0.0
6147,0,9,2016-11-15,0.0,0.0
6147,0,10,2016-12-15,0.0,0.0
6147,0,11,2017-01-15,0.0,0.0
6147,0,12,2017-02-15,0.0,0.0
6147,0,13,2017-03-15,0.0,0.0
6147,0,14,2017-04-15,0.0,0.0
6147,0,15,2017-05-15,0.0,0.0
6147,0,16,2017-06-15,0.0,0.0
6147,0,17,2017-07-15,0.0,0.0
6147,0,18,2017-08-15,0.0,0.0
6147,0,19,2017-09-15,0.0,0.0
6147,0,20,2017-10-15,0.0,0.0
6147,0,21,2017-11-15,0.0,0.0
6147,0,22,2017-12-15,0.0,0.0
6147,0,23,2018-01-15,0.0,0.0
6147,0,24,2018-02-15,0.0,0.0
6147,0,25,2018-03-15,0.0,0.0
6147,0,26,2018-04-15,0.0,0.0
6147,0,27,2018-05-15,0.0,0.0
6147,0,28,2018-06-15,0.0,0.0
6147,0,29,2018-07-15,0.0,0.0
6147,0,30,2018-08-15,0.0,0.0
6147,0,31,2018-09-15,0.0,0.0
6147,0,32,2018-10-15,0.0,0.0
6147,0,33,2018-11-15,0.0,0.0
6147,0,34,2018-12-15,0.0,0.0
6147,0,35,2019-01-15,0.0,0.0
6147,0,36,2019-02-15,0.0,0.0
7614,0,0,2017-07-15,0.0,0.0
7614,0,1,2017-08-15,0.0,0.0
7614,0,2,2017-09-15,0.0,0.0
7614,0,3,2017-10-15,0.0,0.0
7614,0,4,2017-11-15,0.0,0.0
7614,0,5,2017-12-15,0.0,0.0
7614,0,6,2018-01-15,0.0,0.0
7614,0,7,2018-02-15,0.0,0.0
7614,0,8,2018-03-15,0.0,0.0
7614,0,9,2018-04-15,0.0,0.0
7614,0,10,2018-05-15,0.0,0.0
7614,0,11,2018-06-15,0.0,0.0
7614,0,12,2018-07-15,0.0,0.0
7614,0,13,2018-08-15,0.0,0.0
7614,0,14,2018-09-15,0.0,0.0
7614,0,15,2018-10-15,0.0,0.0
7614,0,16,2018-11-15,0.0,0.0
7614,0,17,2018-12-15,0.0,0.0
7614,0,18,2019-01-15,0.0,0.0
7614,0,19,2019-02-15,0.0,0.0
8139,0,0,2017-11-15,0.0,0.0
8139,0,1,2017-12-15,0.0,0.0
8139,0,2,2018-01-15,0.0,0.0
8139,0,3,2018-02-15,0.0,0.0
8139,0,4,2018-03-15,3602.0,0.8
8139,0,5,2018-04-15,12997.0,4.2000003
8139,0,6,2018-05-15,13593.0,0.8
8139,0,7,2018-06-15,14210.0,3.6000001
8139,0,8,2018-07-15,14428.0,3.0
8139,0,9,2018-08-15,14055.0,2.2
8139,0,10,2018-09-15,13724.0,1.8000001
8139,0,11,2018-10-15,14144.0,1.0
8139,0,12,2018-11-15,29861.0,7.2000003
8139,0,13,2018-12-15,30302.0,14.8
8139,0,14,2019-01-15,0.0,0.0
8139,0,15,2019-02-15,0.0,0.0
8564,0,0,2016-05-15,0.0,0.0
8564,0,1,2016-06-15,0.0,0.0
8564,0,2,2016-07-15,0.0,0.0
8564,0,3,2016-08-15,0.0,0.0
8564,0,4,2016-09-15,0.0,0.0
8564,0,5,2016-10-15,0.0,0.0
8564,0,6,2016-11-15,0.0,0.0
8564,0,7,2016-12-15,0.0,0.0
8564,0,8,2017-01-15,0.0,0.0
8564,0,9,2017-02-15,0.0,0.0
8564,0,10,2017-03-15,0.0,0.0
8564,0,11,2017-04-15,0.0,0.0
8564,0,12,2017-05-15,0.0,0.0
8564,0,13,2017-06-15,0.0,0.0
8564,0,14,2017-07-15,0.0,0.0
8564,0,15,2017-08-15,0.0,0.0
8564,0,16,2017-09-15,0.0,0.0
8564,0,17,2017-10-15,0.0,0.0
8564,0,18,2017-11-15,0.0,0.0
8564,0,19,2017-12-15,0.0,0.0
8564,0,20,2018-01-15,0.0,0.0
8564,0,21,2018-02-15,0.0,0.0
8564,0,22,2018-03-15,0.0,0.0
8564,0,23,2018-04-15,0.0,0.0
8564,0,24,2018-05-15,0.0,0.0
8564,0,25,2018-06-15,0.0,0.0
8564,0,26,2018-07-15,0.0,0.0
8564,0,27,2018-08-15,0.0,0.0
8564,0,28,2018-09-15,36506.0,0.6
8564,0,29,2018-10-15,73258.0,6.2000003
8564,0,30,2018-11-15,36781.0,0.8
8564,0,31,2018-12-15,33292.0,5.0
8564,0,32,2019-01-15,0.0,0.0
8564,0,33,2019-02-15,0.0,0.0
8564,0,34,2019-03-15,0.0,0.0
9027,0,0,2018-12-15,0.0,0.0
9027,0,1,2019-01-15,0.0,0.0
9027,0,2,2019-02-15,0.0,0.0
9027,0,3,2019-03-15,0.0,0.0
9027,1,0,2018-08-15,0.0,0.0
9027,1,1,2018-09-15,0.0,0.0
9027,1,2,2018-10-15,0.0,0.0
9027,1,3,2018-11-15,0.0,0.0
9027,1,4,2018-12-15,0.0,0.0
9027,1,5,2019-01-15,0.0,0.0
9027,1,6,2019-02-15,0.0,0.0
9027,1,7,2019-03-15,0.0,0.0
10089,0,0,2018-11-15,0.0,0.0
10089,0,1,2018-12-15,0.0,0.0
10089,0,2,2019-01-15,0.0,0.0
10089,0,3,2019-02-15,0.0,0.0
10089,0,4,2019-03-15,0.0,0.0
10860,0,0,2016-04-15,139296.0,14.2
10860,0,1,2016-05-15,4500.0,1.6
10860,0,2,2016-06-15,4230.0,0.6
10860,0,3,2016-07-15,8730.0,8.8
10860,0,4,2016-08-15,3600.0,11.8
10860,0,5,2016-09-15,4500.0,13.6
10860,0,6,2016-10-15,9000.0,21.2
10860,0,7,2016-11-15,0.0,0.0
10860,0,8,2016-12-15,1653972.0,4.4
10860,0,9,2017-01-15,1653972.0,10.0
10860,0,10,2017-02-15,1653972.0,15.6
10860,0,11,2017-03-15,1653972.0,21.2
10860,0,12,2017-04-15,1653972.0,27.800001
10860,0,13,2017-05-15,1653972.0,34.4
10860,0,14,2017-06-15,1473973.0,42.0
10860,0,15,2017-07-15,1473972.0,47.8
10860,0,16,2017-08-15,1473972.0,53.4
10860,0,17,2017-09-15,1473972.0,59.600002
10860,0,18,2017-10-15,1473972.0,65.200005
10860,0,19,2017-11-15,1473973.0,70.8
10860,0,20,2017-12-15,1473972.0,77.0
10860,0,21,2018-01-15,1473972.0,83.4
10860,0,22,2018-02-15,1473972.0,88.4
10860,0,23,2018-03-15,1473973.0,94.0
10860,0,24,2018-04-15,1473973.0,102.4
10860,0,25,2018-05-15,1473972.0,106.4
10860,0,26,2018-06-15,1473973.0,115.0
10860,0,27,2018-07-15,1473972.0,120.8
10860,0,28,2018-08-15,1473972.0,126.200005
10860,0,29,2018-09-15,1473972.0,132.0
10860,0,30,2018-10-15,1473973.0,137.6
10860,0,31,2018-11-15,1473972.0,143.8
10860,0,32,2018-12-15,1473972.0,151.40001
10860,0,33,2019-01-15,1398372.0,157.8
10860,0,34,2019-02-15,1314387.0,163.40001
10860,0,35,2019-03-15,1256197.0,169.2
10860,1,0,2016-04-15,218262.0,68.4
10860,1,1,2016-05-15,218263.0,71.8
10860,1,2,2016-06-15,264213.0,81.6
10860,1,3,2016-07-15,288203.0,86.6
10860,1,4,2016-08-15,311582.0,93.6
10860,1,5,2016-09-15,335327.0,99.200005
10860,1,6,2016-10-15,335327.0,103.4
10860,1,7,2016-11-15,384895.0,111.8
10860,1,8,2016-12-15,410705.0,118.0
10860,1,9,2017-01-15,435995.0,123.0
10860,1,10,2017-02-15,435995.0,128.0
10860,1,11,2017-03-15,515177.0,136.0
10860,1,12,2017-04-15,568675.0,141.2
10860,1,13,2017-05-15,568675.0,144.40001
10860,1,14,2017-06-15,652395.0,154.40001
10860,1,15,2017-07-15,705645.0,160.2
10860,1,16,2017-08-15,758897.0,165.40001
10860,1,17,2017-09-15,758897.0,171.0
10860,1,18,2017-10-15,742026.0,179.2
10860,1,19,2017-11-15,742026.0,181.8
10860,1,20,2017-12-15,802455.0,190.40001
10860,1,21,2018-01-15,833003.0,197.40001
10860,1,22,2018-02-15,864026.0,202.0
10860,1,23,2018-03-15,897662.0,209.2
10860,1,24,2018-04-15,929693.0,214.8
10860,1,25,2018-05-15,962900.0,221.40001
10860,1,26,2018-06-15,995948.0,227.2
10860,1,27,2018-07-15,1030155.0,232.40001
10860,1,28,2018-08-15,1030155.0,235.6
10860,1,29,2018-09-15,1098879.0,246.0
10860,1,30,2018-10-15,1134638.0,252.0
10860,1,31,2018-11-15,1134639.0,254.0
10860,1,32,2018-12-15,2340728.0,263.0
10860,1,33,2019-01-15,1207201.0,267.80002
10860,1,34,2019-02-15,1281487.0,276.2
10860,1,35,2019-03-15,1321000.0,282.0
10860,2,0,2016-04-15,1344185.0,141.0
10860,2,1,2016-05-15,1400302.0,147.8
10860,2,2,2016-06-15,1456418.0,153.6
10860,2,3,2016-07-15,1456418.0,159.6
10860,2,4,2016-08-15,2017528.0,165.0
10860,2,5,2016-09-15,1642105.0,171.8
10860,2,6,2016-10-15,1642106.0,177.0
10860,2,7,2016-11-15,1642106.0,182.40001
10860,2,8,2016-12-15,1642105.0,188.2
10860,2,9,2017-01-15,1642105.0,196.0
10860,2,10,2017-02-15,1642028.0,202.6
10860,2,11,2017-03-15,1642029.0,207.8
10860,2,12,2017-04-15,1642029.0,214.40001
10860,2,13,2017-05-15,1642029.0,218.0
10860,2,14,2017-06-15,1641973.0,226.6
10860,2,15,2017-07-15,1641973.0,232.40001
10860,2,16,2017-08-15,1641973.0,238.8
10860,2,17,2017-09-15,1641974.0,245.0
10860,2,18,2017-10-15,1641973.0,251.0
10860,2,19,2017-11-15,1641974.0,256.2
10860,2,20,2017-12-15,1641974.0,263.2
10860,2,21,2018-01-15,1641974.0,269.6
10860,2,22,2018-02-15,1641974.0,275.0
10860,2,23,2018-03-15,1641974.0,281.2
10860,2,24,2018-04-15,1641974.0,287.6
10860,2,25,2018-05-15,1641973.0,293.6
10860,2,26,2018-06-15,1641974.0,299.6
10860,2,27,2018-07-15,1641974.0,305.4
10860,2,28,2018-08-15,1641974.0,311.80002
10860,2,29,2018-09-15,1641974.0,317.80002
10860,2,30,2018-10-15,1641973.0,324.2
10860,2,31,2018-11-15,1641974.0,330.6
10860,2,32,2018-12-15,1641973.0,335.6
10860,2,33,2019-01-15,1641973.0,342.80002
10860,2,34,2019-02-15,1641973.0,346.80002
10860,2,35,2019-03-15,1641974.0,353.80002
11186,0,0,2018-03-15,0.0,0.0
11186,0,1,2018-04-15,0.0,0.0
11186,0,2,2018-05-15,12933.0,0.6
11186,0,3,2018-06-15,0.0,0.0
11186,0,4,2018-07-15,10890.0,0.6
11186,0,5,2018-08-15,10773.0,0.6
11186,0,6,2018-09-15,10657.0,0.8
11186,0,7,2018-10-15,0.0,0.0
11186,0,8,2018-11-15,10423.0,0.6
11186,0,9,2018-12-15,0.0,0.0
11186,0,10,2019-01-15,0.0,0.0
11186,0,11,2019-02-15,0.0,0.0
11186,0,12,2019-03-15,0.0,0.0
11186,1,0,2018-12-15,0.0,0.0
11186,1,1,2019-01-15,18199.0,1.2
11186,1,2,2019-02-15,18199.0,5.6
11187,0,0,2018-12-15,0.0,0.0
11187,0,1,2019-01-15,0.0,0.0
11187,0,2,2019-02-15,0.0,0.0
11187,0,3,2019-03-15,0.0,0.0
11187,1,0,2018-12-15,0.0,0.0
11187,1,1,2019-01-15,0.0,0.0
11187,1,2,2019-02-15,0.0,0.0
11187,1,3,2019-03-15,1260.0,0.8
11187,1,4,2019-04-15,0.0,0.0
11191,0,0,2018-11-15,0.0,0.0
11191,0,1,2018-12-15,0.0,0.0
11191,0,2,2019-01-15,0.0,0.0
11191,0,3,2019-02-15,56667.0,0.2
11191,0,4,2019-03-15,56336.0,3.2
11195,0,0,2016-04-15,99936.0,296.6
11195,0,1,2016-05-15,99935.0,302.2
11195,0,2,2016-06-15,99935.0,307.2
11195,0,3,2016-07-15,99935.0,315.4
11195,0,4,2016-08-15,99936.0,320.4
11195,0,5,2016-09-15,99936.0,326.2
11195,0,6,2016-10-15,99935.0,333.80002
11195,0,7,2016-11-15,99935.0,339.4
11195,0,8,2016-12-15,99935.0,345.0
11195,0,9,2017-01-15,99936.0,350.6
11195,0,10,2017-02-15,99936.0,356.2
11195,0,11,2017-03-15,99935.0,361.80002
11195,0,12,2017-04-15,99935.0,368.4
11195,0,13,2017-05-15,99935.0,375.0
11195,0,14,2017-06-15,99935.0,382.6
11195,0,15,2017-07-15,99935.0,388.4
11195,0,16,2017-08-15,99936.0,394.0
11195,0,17,2017-09-15,99935.0,400.2
11195,0,18,2017-10-15,99936.0,405.80002
11195,0,19,2017-11-15,99936.0,411.4
11195,0,20,2017-12-15,99935.0,417.6
11195,0,21,2018-01-15,99936.0,424.0
